brand,name,preference_base_note,preference_middle_note,satisfaction,buyer_gender,buyer_age,user_id
Mancera,Black Vanilla,WhiteMusk,Jasmine,4,Women,32,62.0
Roberto Cavalli,Nero Assoluto,WoodsyNotes,Vanilla,4,Men,38,345.0
Dior,Sauvage,Labdanum,SichuanPepper,3,Men,34,310.0
Calvin Klein,Beauty,VirginiaCedar,Jasmine,3,Women,38,169.0
Roberto Cavalli,Nero Assoluto,WoodsyNotes,Vanilla,5,Men,34,185.0
AVON,Tomorrow,Floral,Musk,3,Women,33,71.0
DAVIDOFF,Adventure,WhiteMusk,WarmSpicesOfWildAromaticBlackSesame,3,Men,34,298.0
Roberto Cavalli,Paradiso Assoluto,Patchouli,WildJasmine,3,Men,31,9.0
Calvin Klein,Eternity,BrazilianRosewood,Basil,5,Women,24,163.0
Dolce & Gabbana,The One,Ambery,Cardamom,3,Women,39,177.0
CHANEL,Allure Homme Sport EDT For,AtlasCedar,Pepper,5,Women,36,233.0
PRADA,Milano Infusion D'iris,Incense,Cedar,4,Men,27,202.0
GUESS,Marciano,Musk,SweetJasmine,3,Women,27,182.0
Roberto Cavalli,Florence,Amber,OrangeBlossom,3,Men,24,255.0
Rasasi,Romance,Cedar,Rose,4,Women,29,275.0
Calvin Klein,Euphoria Intense,Patchouli,Cedar,4,Women,20,114.0
GUCCI,Guilty Pour Homme,Patchouli,AfricanOrangeFlower,4,Men,32,326.0
Givenchy,Play Intense,FrenchLabdanum,PinkPepper,3,Men,29,265.0
LANVIN,Rumeur,Musk,OrangeBlossom,3,Men,22,54.0
ELIE SAAB,Girl Of Now,Tonkabean,OrangeBlossom,5,Women,27,92.0
HUGO BOSS,Boss The Scent,Cacao,Osmanthus,5,Men,37,18.0
Mancera,Red,WhiteMusk,Jasmine,4,Men,30,44.0
Ajmal,Evoke,Moss,Rose,4,Women,26,154.0
Roberto Cavalli,Paradiso Assoluto,Cashmeran,RedLily,5,Men,25,5.0
JAGUAR,Classic Red,Cedar,Jasmine,4,Women,35,173.0
BURBERRY,London,Patchouli,Clementine,4,Women,27,148.0
UNITED COLORS OF BENETTON,Cold Silver,Musk,Cardamom,4,Men,20,310.0
Ajmal,Sacrifice,Woody,Floral,5,Men,40,88.0
BURBERRY,For Women EDP Natural Sp,Musk,Sandalwood,5,Men,26,152.0
Calvin Klein,Escape,Musk,Peach,4,Women,28,80.0
DAVIDOFF,The Game,EbonyWood,WoodyNotes,4,Men,40,115.0
cacharel,Yes I Am ED,Cardamom,GingerFlower,3,Women,34,116.0
VERSACE,L'Homme,Labdanum,Carnation,3,Women,39,290.0
AMOUAGE,Gold,Civet,Orris,4,Men,24,232.0
CHLOE,Nomade,Patchoulli,Peach,3,Women,35,209.0
J.CASANOVA,Paris Vivaldi,Moss,Narcissus,3,Women,32,162.0
S.T.Dupont,Essence Pure,Amber,Rose,5,Women,27,236.0
Roberto Cavalli,Paradiso,Cypress,Jasmine,3,Men,30,337.0
Ard Al Zaafaran,Oud Sharqia,SweetWood,Citric,3,Men,30,36.0
Dolce & Gabbana,L'imperatrice 3,CitrusWood,Watermelon,3,Men,21,281.0
HUGO BOSS,Bottled Tonic,Vetiver,Cinnamon,5,Women,27,310.0
Al Fakhr,Shiyoukh Al Oud,Sandalwood,BlackPepper,4,Men,22,220.0
DORALL COLLECTION,Green Secret,Moss,Geranium,4,Men,25,361.0
TED LAPIDUS,Lapidus Pour Homme,tobacco.,incense,4,Women,22,181.0
DORALL COLLECTION,DC,Musk,Galbanum,5,Women,24,40.0
CAROLINA HERRERA,212 Sexy,Sandalwood,TonkaBeans,4,Men,36,165.0
Estee Lauder,Pleasures,Patchouli,LilyOfTheValley,3,Men,40,83.0
S.T.Dupont,Essence Pure,Cypress,Bamboo,3,Women,27,181.0
CARTIER,Declaration,Tea,Juniper,4,Women,24,95.0
AMOUAGE,Epic,Tea,Tea,5,Men,30,286.0
Mancera,Musky Garden,WhiteMusk,PatchouliLeaf,3,Men,29,183.0
CAROLINA HERRERA,Prive,Tonka,LuxuriousNotesofWhiskey,4,Women,23,230.0
Calvin Klein,CK Be,Sandalwood,Orchid,4,Women,33,99.0
Guerlain,Idylle,Sandalwood,Magnolia,3,Men,28,164.0
GUESS,Marciano,Musk,PinkHoneysuckle,4,Men,39,395.0
HUGO BOSS,Ma Vie,Cedar,PinkFreesia,5,Women,25,22.0
S.T.Dupont,Passenger,Benzoin,Cardamom,5,Men,37,353.0
BVLGARI,Man in Black,Benzoin,Leather,3,Men,38,251.0
Juicy Couture,Viva La Juicy Noir,Amber,Jasmine,4,Men,40,77.0
GIORGIO ARMANI,Si Fiori,Vanilla,Rose,4,Men,40,259.0
ARMAND BASI,In Red,Amber,PinkPepper,3,Women,37,384.0
Jimmy Choo,jimmy,Patchouli,PinkPepper,3,Women,32,5.0
HUGO BOSS,Femme,Apricot,Jasmine,4,Women,30,293.0
Calvin Klein,Eternity,Vetiver,Basil,3,Women,39,97.0
UNITED COLORS OF BENETTON,Cold,Vanilla,Coriander,3,Women,39,166.0
LACOSTE,L.12.12 Blanc,Leather,Ylang,4,Women,25,8.0
MONTBLANC,Mont Blanc Legend,Vanilla,Ylang-Ylan,5,Women,34,88.0
Givenchy,Dahlia Divin Nude,Vanilla,Cardamom,5,Women,36,253.0
Calvin Klein,Escape,Sandalwood,Jasmine,4,Men,26,14.0
GUCCI,Bloom,RangoonCreeper,Tuberose,4,Men,28,195.0
BVLGARI,Rose Essentielle,Patchouli,BlackberryAreSoftenedWithDelicateViolet,3,Men,20,9.0
Estee Lauder,Pleasures,Patchouli,Lily,5,Women,22,179.0
VERSACE,Blue Jeans,Amber,Lavender,4,Men,36,382.0
Michael Kors,kors,Vetiver,Peony,4,Men,30,51.0
COACH,New York Coach Dreams,Ambroxan,CactusFlowers,5,Men,20,136.0
Elizabeth Taylor,White Diamonds,Patchouli,,3,Women,22,212.0
Roberto Cavalli,Paradiso Assoluto,Patchouli,WildJasmine,3,Men,30,146.0
AVON,Always,CashmereWoods,OrangeBlossoms,3,Women,40,295.0
VERSACE,Crystal Noir,Heliotropine,Frangipani,4,Women,37,180.0
KORLOFF,In White,Musk,AfricanOrangeFlower,3,Women,24,241.0
Calvin Klein,Intense Euphoria,Myrrh,BlackBasil,4,Women,27,367.0
LANVIN,Modern Princess,WhiteWoods,Jasmine,3,Women,27,225.0
BURBERRY,The Beat,CedarWood,CeylonTea,5,Men,21,348.0
Dunhill,Desire,Musk,Patchouli,3,Women,30,357.0
PACO RABANNE,One Million Lucky,Whitecedar,Cedar,5,Women,29,1.0
BVLGARI,Man In Black,TonkaBean,Iris,5,Men,21,203.0
DIESEL,Only The Brave Tattoo,Tob**co,Sage,4,Women,25,126.0
Lattafa,Oud Mood,Amber,Caramel,4,Women,22,265.0
BVLGARI,Man In Black,TonkaBean,Tuberose,5,Women,38,397.0
Sedr Al-Khaleej Perfumes,Love Touch,WoodyLeather,Rose,5,Men,30,338.0
HUGO BOSS,Bottled Unlimited,Musk,Rose,4,Women,20,235.0
PACO RABANNE,Invictus,PatchouliHeart,GrapefruitZests,5,Women,36,310.0
JAGUAR,Classic,WhiteMusk,Lotus,3,Men,27,30.0
Lattafa,Rouat Al Oud,Patchouli,Cardamom,5,Women,21,296.0
PACO RABANNE,Ultraviolet,MadagascarVanillaAbsolute,IndianSambacJasmine,4,Women,32,40.0
S.T.Dupont,Essence Pure,Amber,Jasmine,5,Women,23,138.0
CERRUTI 1881,1881,Patchouli,Rose,3,Women,40,16.0
Givenchy,Eau De Moiselle,AmbretteSeeds,Rose,5,Women,27,204.0
Genie Collection,8839 Collection,LiquidAmber,ChampacaFlower,3,Men,20,261.0
BURBERRY,The Beat,WhiteMusk,Bluebell,5,Women,28,269.0
Ajmal,Raindrops,FloralAmberyWoody,AnimalisticFloral,4,Men,27,339.0
BVLGARI,Extreme,HaitianVetiver,GuatemalanCardamom,5,Women,31,121.0
Rasasi,Blue Lady,Sandalwood,Peach,4,Women,33,182.0
joop,Homme,tonkabean,heliotrope,3,Men,39,47.0
Aramis,Brown,Oakmoss,Patchouli,5,Men,31,6.0
BVLGARI,Man in Black,TonkaBeans,Tuberose,4,Women,23,112.0
HUGO BOSS,Hugo Boss,Fir,Geranium,4,Men,26,70.0
MONTBLANC,Lady Emblem,,Neroli,4,Women,27,261.0
PACO RABANNE,Paco Rabanne,Oakmoss,Tarragon,3,Women,31,261.0
Lancome,Magie Noire L'eau,Amber,Ylang-Ylang,4,Men,39,252.0
JAGUAR,Classic Amber,Patchouli,Apple,4,Men,39,271.0
CHLOE,Chloe,VirginiaCedar,Lily-Of-The-Valley,4,Women,36,367.0
Roberto Cavalli,Paradiso Azzuro,Cypress,WildJasmine,3,Women,37,107.0
Mancera,Musky Garden,Raspberry,Iris,4,Men,28,23.0
Ajmal,Sacrifice,Musk,OrangeBlossom,4,Men,38,288.0
Genie Collection,Premium,Patchouli,Ylang-ylang,4,Women,40,251.0
Dolce & Gabbana,The One,Cedar,Cardamom,5,Women,32,380.0
Mancera,Red Tobacco,Vetiver,Jasmine,3,Women,27,15.0
Calvin Klein,Euphoria Intense,Patchouli,BlackBasil,5,Men,20,223.0
LACOSTE,Blanc Pour Homme,Cedar,Ylang-Ylang,4,Women,26,239.0
Mancera,Red Tobacco,VanillaPods,PatchouliLeaves,4,Women,37,44.0
Ajmal,Alf Laila O Laila,MuskyWoody,FloralSpicy,4,Men,34,160.0
Emper,Lady Presidente,Sandalwood,StarApple,4,Men,40,389.0
AMOUAGE,Interlude,Sandalwood,Opoponax,5,Men,39,326.0
Armaf,Club De Nuit Intense,Ambergris,Rose,4,Men,25,38.0
JAGUAR,Classic Gold,Patchouli,TeakWood,4,Men,27,17.0
Rasasi,Romance,Powdery,Woody,3,Men,32,294.0
Genie Collection,1029 Collection,Mahogany,Lotus,3,Men,39,320.0
DAVIDOFF,The Game,EbonyWood,WoodyNotes,4,Women,38,18.0
GUESS,Dare,Musk,ElegantJasmine,4,Men,39,109.0
Roberto Cavalli,Nero Assoluto,WoodyNotes,Vanilla,4,Women,21,198.0
GUCCI,Premiere,Sandalwood,Musk,5,Women,34,16.0
Dunhill,Desire,Vanilla,Teakwood,5,Women,26,362.0
MONTBLANC,Explorer,Vetiver,Ambrofix,3,Women,21,160.0
Dolce & Gabbana,The Only One 2,Patchouli,RedRose,5,Men,32,151.0
PACO RABANNE,Olympéa Intense,Sandalwood,PacoRabanneOlympea,5,Women,33,314.0
HUGO BOSS,The Scent,RoastedCocoa,Lavender,3,Men,26,166.0
AZZARO,Chrome,TonkaBean,Oakmoss,3,Women,33,151.0
HERMES,Terre D' Hermes,woodynotes,geranium,3,Men,31,321.0
VERSACE,Dylan Blue,TonkaBeans,Papyrus,5,Women,23,362.0
S.T.Dupont,Passenger,ParaguayanLignumVitae,IndianGinger,4,Women,33,77.0
LALIQUE,Encre Noire,Musk,BourbonVetiver,5,Men,24,393.0
CHLOE,Love Story,BrazilianRosewood,Coriander,3,Women,27,328.0
NARCISO RODRIGUEZ,Narciso Rodriguez,Patchouli,Amber,4,Men,37,241.0
Calvin Klein,One Shock,Amber,BlackBasil,5,Men,30,341.0
DORALL COLLECTION,Classic Black,Patchouli,Basil,3,Women,40,331.0
Guerlain,L'Instant Magic,Wood,Rose,5,Women,37,14.0
Lattafa,Rouat Al Oud,Patchouli,Cardamom,5,Men,22,14.0
DAVIDOFF,Cool Water,Cedar,Geranium,4,Men,26,73.0
DORALL COLLECTION,24 Pure,Vanilla,PinkPepper,3,Women,35,171.0
Elizabeth Arden,Red Door,Honey,Orchid,4,Men,20,327.0
Dior,Sauvage,Cedar,pinkpepper,4,Women,40,323.0
VERSACE,Dylan Blue,Incense,VioletLeaf,3,Men,27,94.0
Alina Corel,Monsieur Coco Vanilla,WhiteMusk,Ylang-Ylang,5,Men,34,74.0
MB,Sweetheart Rockstar,Rose,Cardamom,5,Women,20,50.0
DORALL COLLECTION,Eternally Hot,Vanilla,Gardenia,5,Women,37,195.0
CAROLINA HERRERA,212 Men Nyc,Labdanum,Ginger,3,Women,32,348.0
BVLGARI,Man In Black,GuaiacWood,Iris,5,Men,22,9.0
BURBERRY,Mr. Burberry,Patchouli,Nutmeg,3,Women,20,159.0
PACO RABANNE,1 Million,IndianPatchouli,Roseabsolute,4,Women,27,301.0
LANVIN,Modern Princess,WhiteWoods,Freesia,4,Women,36,233.0
HUGO BOSS,Dark Blue,Benzoin,Cypress,3,Women,24,68.0
Estee Lauder,Knowing,Sandalwood,Jasmine,5,Women,38,310.0
GUCCI,Guilty Intense,Patchouli,Neroli,4,Men,35,151.0
Miu Miu,miu miu,Akigalawood,Rose,3,Men,40,341.0
CHANEL,Allure Sensuelle,Vanilla,Jasmine,3,Women,33,320.0
cacharel,Noa,incensetouches,Whiteflowers,4,Women,26,198.0
CREED,Aventus,Oakmoss,patchouli,5,Women,21,9.0
LACOSTE,Eau de Lacoste L. 12.12 Noir,DarkChocolate,Basil,4,Women,21,365.0
armani,Because It's You by Emporio,Vanilla,RoseAbsolute,4,Women,33,345.0
HUGO BOSS,Boss The Scent,Cacao,Osmanthus,5,Women,24,167.0
DORALL COLLECTION,Gold Secret,Labdanum,Lavender,3,Men,28,229.0
Lattafa,24 Carat Pure Gold,Vanilla,Sandalwood,4,Women,20,336.0
CHLOE,Chloe,VirginiaCedar,Rose,3,Women,32,220.0
PACO RABANNE,1 Million,WoodyNotes,Cinnamon,4,Women,39,327.0
BURBERRY,Brit Rhythm Intense,Sandalwood,Lavender,5,Men,21,303.0
Yves Saint Laurent,L'Homme,TahitianVetiver,Spices,3,Women,22,311.0
BURBERRY,Body,Amber,Rose,5,Men,40,203.0
Lattafa,Rouat Al Oud,Vetiver,Cardamom,3,Women,35,374.0
LOEWE,Esencia,TonkaBean,Jasmine,3,Women,28,5.0
Rasasi,Romance,Powdery,Woody,3,Men,34,389.0
TED LAPIDUS,Creation,Rose,Tuberose,4,Men,34,6.0
Revlon,Charlie Blue,Oakmoss,Ylang-Ylang,3,Men,32,110.0
Guerlain,Habit Rouge,Leather,Carnation,5,Women,37,104.0
TRI,En Joy,Musk,Cassis,5,Men,33,140.0
JAGUAR,Classic Gold,Musk,TeakWood,5,Women,26,400.0
UNITED COLORS OF BENETTON,Hot,Amber,Iris,5,Women,31,315.0
Aramis,900 Herbal Spray,Civet,RoseGeranium,3,Women,36,371.0
Ajmal,Sacrifice,Musk,Vanilla,4,Men,24,114.0
RALPH LAUREN,Polo Blue,Vetiver,BlueOrrisAccord,3,Men,21,74.0
Guerlain,Idylle,Musk,Peony,4,Men,25,255.0
JAGUAR,Jaguar,Vanilla,Nutmeg,4,Women,30,348.0
Niya,Prive Maison Sandalwood,Sandalwood,Tuberose,5,Women,27,368.0
TOMMY HILFIGER,Tommy Girl,DakotaLilies,ButterflyViolets,5,Women,21,316.0
MONTBLANC,Explorer,CacaoPod,HaitianVetiver,5,Women,37,229.0
Laura Biagiotti,Roma Uomo,Sandalwood,Heliotrope,5,Men,35,233.0
COACH,New York Coach Dreams,JoshuaTree,Gardenias,5,Women,26,238.0
Dolce & Gabbana,Light Blue,MuskWood,Jasmine,4,Women,21,109.0
PRADA,Amber Intense,CreamyAmber,Vanilla,3,Men,20,68.0
Dolce & Gabbana,Intenso,Labdanum,MoepelAccord,4,Women,28,299.0
CAROLINA HERRERA,212 Men Nyc,Musk,Ginger,4,Women,32,266.0
Kenzo,World Intense,Vanilla,Jasmine,3,Men,23,14.0
Yves Saint Laurent,L'Homme,Cedar,Basil,3,Men,33,334.0
Franck Olivier,Oud Touch,Musk,Patchouli,4,Men,26,310.0
BOUCHERON,Quatre,Vanilla,Rose,5,Women,20,260.0
Rasasi,Royale,AromaticScents,DelicateMuskFragrance,3,Women,35,37.0
HUGO BOSS,Boss Bottled Man Of Today,Vanilla,Geranium,3,Women,28,172.0
HUGO BOSS,The Scent,WoodyNotes,Maninka,3,Men,37,214.0
Alrehab,Anfas Aloud,oud,bergamot,3,Men,25,155.0
Dunhill,Custom,Incense,Pepper,4,Women,22,138.0
Calvin Klein,Eternity,Vetiver,Geranium,3,Women,31,124.0
PACO RABANNE,One Million Lucky,patchouli,Cedar,4,Men,29,285.0
LANVIN,Rumeur 2 Rose,Patchouli,Rose,4,Men,31,373.0
Remy Marquis,Shalis,Oakmoss,Lavender,4,Women,26,145.0
LACOSTE,Eau De lacoste,Georgywood,Ylang-Ylang,3,Men,26,132.0
JAGUAR,Jaguar,Fern,Fir,5,Women,28,295.0
Roberto Cavalli,Nero Assoluto,Ebony,Vanilla,5,Women,22,238.0
RALPH LAUREN,Safari,patchouli,rose,3,Men,33,362.0
COACH,Floral,Musk,Gardenia,3,Men,36,362.0
Geoffrey Beene,Grey Flannel For Men,Oakmoss,Rose,3,Women,23,309.0
BOUCHERON,Place Vendome,Cedar,Peony,4,Men,30,128.0
LANVIN,Oxygene,Sandalwood,Milk,5,Men,31,235.0
GIORGIO ARMANI,Armani Code,TonkaBean,GuaiacWood,4,Men,36,298.0
Mancera,Coco Vanille,WoodyNotes,TiareFlower,5,Men,37,48.0
jennifer lopez,Still,Amber,Honeysuckle,5,Women,28,13.0
MONTBLANC,Emblem ED,TonkaBean,Cinnamon,4,Women,34,400.0
Calvin Klein,IN 2 U MEN,Vetiver,CacaoPod,5,Men,22,2.0
AZZARO,Visit,musk,Labdanum,4,Women,33,1.0
Lancome,La Vie Est Belle,Vanilla,Iris,3,Men,36,114.0
VERSACE,Crystal Noir,Sandalwood,Peony,4,Women,28,316.0
KORLOFF,In White,TonkaBean,Lavender,4,Men,32,332.0
Guerlain,Idylle,Sandalwood,Jasmine,3,Men,27,9.0
LALIQUE,Lalique,Vanilla,Cassis,3,Women,32,299.0
Calvin Klein,One Shock,Amber,Narcissus,3,Men,39,168.0
Lattafa,Sheikh Shuyukh,Vetiver,Lavender,4,Women,38,241.0
DAVIDOFF,Cool Water,Amber,Jasmine,5,Women,32,174.0
LOEWE,Esencia Pour Homme,Vetiver,ClarySage,4,Women,21,57.0
CARTIER,Declaration D'Un Soir,Sandalwood,Nutmeg,3,Men,30,214.0
KORLOFF,In White,TonkaBean,AfricanOrangeFlower,5,Women,20,8.0
Mancera,Red Tobacco,Vetiver,Jasmine,3,Men,40,351.0
GIORGIO ARMANI,Si,Woods,RosedeMai,4,Men,26,193.0
CARTIER,Declaration Essence,Amber,Lemon,4,Women,31,83.0
HUGO BOSS,Femme,LemonWood.,BulgarianRose,5,Men,40,269.0
CHOPARD,Happy Spirit,Musk,Honeysuckle,5,Women,24,184.0
Britney Spears,Fantasy,Amber,Verbena,4,Women,32,159.0
Dolce & Gabbana,The One,Cedarwood,Cardamom,5,Men,26,123.0
BURBERRY,For Women EDP Natural Sp,Vanilla,Cedar,4,Women,22,137.0
Givenchy,Gentlemen Only,SkinAccord,CedarWood,5,Men,29,270.0
BURBERRY,My Burberry Bl,Amber,PeachNectar,4,Men,35,386.0
Guerlain,L'Instant Magic,Almond,Freesia,3,Women,23,85.0
Dior,Addict,Caramel,Jasmine,4,Women,25,128.0
Armaf,Club De Nuit Intense Man,Agarwood,Pepper,4,Men,32,228.0
TED LAPIDUS,Creation,Tuberose,Carnation,5,Men,34,98.0
CAROLINA HERRERA,212 Sexy,BourbonVanilla,TonkaBeans,4,Men,39,195.0
Calvin Klein,Eternity,BrazilianRosewood,Lily,5,Women,34,15.0
DKNY,Be Delicious,Woods,WhiteMuguet,3,Women,27,74.0
Genie Collection,1029 Collection,Musk,Peony,4,Women,38,41.0
MONTALE,Roses Musk,Musk,Jasmine,3,Women,24,232.0
CHANEL,Bleu De Chanel,Incense,Nutmeg,5,Men,25,232.0
VERSACE,Eau Fraiche,Platanus,Pepper,3,Women,39,342.0
Dunhill,London,Sandalwood,Geranium,3,Men,22,354.0
Genie Collection,1029 Collection,Mahogany,Lotus,5,Women,22,128.0
Dior,Addict,Sandalwood,,5,Men,38,36.0
Ajmal,Sacrifice,Ambergris,Vanilla,5,Men,40,204.0
DORALL COLLECTION,Super Cobra,MousseAustralian,RaspberryLeaf,3,Men,20,48.0
LANVIN,Eclat D'arpege,Blackberry,Cedar,4,Women,23,130.0
HUGO BOSS,Hugo,Cedar,Jasmine,3,Women,26,239.0
HUGO BOSS,Bottled Tonic,WoodsyNotes,Geranium,5,Women,39,30.0
TED LAPIDUS,Rumba,leathertonkabean,heliotrope,4,Women,24,394.0
Nikos,Sculpture Homme,benzoin,lily-of-the-valley,3,Men,38,178.0
GIORGIO ARMANI,Stronger With You,Amberwood,Sage,5,Men,20,387.0
Dunhill,Custom,VirginiaCedar,Pepper,5,Men,36,166.0
CARTIER,Declaration,Cedar,Cardamom,4,Women,27,112.0
PACO RABANNE,Pour Homme,Amber,Geranium,3,Women,22,112.0
GUESS,Marciano,Woody,Spicy,4,Men,31,79.0
Roberto Cavalli,Paradiso Azzuro,Cypress,Peach,5,Men,22,7.0
VERSACE,Eros,Sandalwood,LemonBlossom,3,Women,39,259.0
BURBERRY,Burberry Body,WoodyCashmeran,WarmSandalwood.,4,Men,34,261.0
Ajmal,Wisal,SensualMusk,Sandalwood,3,Women,27,196.0
jennifer lopez,Still,Amber,OrangeTreeBlossom,4,Men,25,121.0
Mancera,Rose Greedy,Vanilla,Flowers,4,Men,25,74.0
Guerlain,Samsara,SandalWood,Jasmine,4,Women,30,171.0
LALIQUE,Encre Noire,Musk,HaitianVetiver,5,Men,38,276.0
GIORGIO ARMANI,Eau De Cedre,Suede,VioletLeaf,3,Women,37,67.0
AVON,Today Tomorrow Always,Sandalwood,Anise,4,Men,36,213.0
Geoffrey Beene,Grey Flannel,Almond,mimosa,3,Men,24,359.0
TESORI D´ORIENTE,Lotus Flower Aromatic Par,Musk,Lotus,5,Women,30,247.0
GIORGIO ARMANI,Eau Pour Homme Reno 2013,Patchouli,Cloves,4,Men,30,263.0
Calvin Klein,Euphoria Amber Gold,WoodMoss,Sandalwood,3,Women,26,293.0
Marc Jacobs,Daisy Eau So Fresh,Plum,Violet,3,Women,20,118.0
Estee Lauder,White Linen,Amber,Lily-of-the-Valley,4,Men,23,355.0
CHLOE,Love Story,Cashmirwood,BlackCurrant,3,Men,22,368.0
Marc Jacobs,Daisy Eau So Fresh,Musk,JasminePetals,3,Women,23,306.0
Lancome,Miracle,Jasmine,Magnolia,4,Men,39,191.0
Niya,Hawaiian Musk,Musk,Birch,5,Women,36,75.0
Ajmal,Rain Drops,AmberyWoody,AnimalisticFloral,3,Women,27,286.0
COACH,New York Coach Dreams,Ambroxan,CactusFlowers,4,Men,40,62.0
Lattafa,Khalis Pure Oudi,Musk,Jasmine,3,Men,25,32.0
Genie Collection,8839 Collection,LiquidAmber,ChampacaFlower,4,Men,36,310.0
Yves Saint Laurent,La Nuit De L`Homme,Caraway,Bergamot,4,Women,21,197.0
Elizabeth Taylor,White Diamonds,OakMoss,Violet,5,Men,20,343.0
CHANEL,Gabrielle,Sandalwood,Orangeblossom,4,Women,40,226.0
Rasasi,Blue Lady,Musk,Jasmine,4,Men,32,69.0
LACOSTE,L.12.12 Blanc,Cedar,MexicanTuberose,5,Women,24,261.0
DORALL COLLECTION,Dionysus,Amber,CoolEucalyptus,5,Men,22,383.0
Laura Mars,Splandid,Amber,Jasmine,4,Men,21,291.0
ISSEY MIYAKE,L'eau D'issey Pour Homme,Coriander,Nutmeg,5,Men,28,195.0
cacharel,Anais Anais Loriginal,Moss,Ylang-Ylang,5,Women,37,28.0
UNITED COLORS OF BENETTON,Hot,Vanilla,Iris,4,Men,28,399.0
GUCCI,Bloom,RangoonCreeper,Tuberose,5,Men,27,24.0
Estee Lauder,Wood Mystique,VirginiaCedar,Jasmine,5,Women,30,201.0
Guerlain,L'instant,Vanilla,Ylang-Ylang,3,Men,35,275.0
VERSACE,Eros,Vetiver,Geranium,5,Men,39,1.0
VERSACE,Crystal Noir,Sandalwood,Tuberose,5,Men,30,272.0
BOUCHERON,Quatre Absolue De Nuit,Sandalwood,Jasmine,4,Women,37,21.0
BURBERRY,Burberry Body Intense,Vanille,Rose,3,Men,32,342.0
AIGNER,Starlight,WhiteMusk,Strawberries,3,Women,39,279.0
MONTBLANC,Lady Emblem Elixir,Patchouli,Jasmine,5,Women,38,163.0
Al Fakhr,Ameer Al Oud Khususi,Sandalwood,BlackPepper,4,Men,33,48.0
JAGUAR,Classic Red,Cedar,Pepper,4,Women,25,170.0
Sedr Al-Khaleej Perfumes,Moon Light,Cinnamon,JasmineSambac,5,Women,23,399.0
PACO RABANNE,Pour Homme,Musk,TonkaBean,5,Men,27,15.0
Genie Collection,London Burberry,Musk,TiareFlower,4,Women,35,330.0
Gres,Cabotine De Gres,Sandalwood,Tubereuse,5,Women,39,361.0
BURBERRY,Body Tender,Amber,WhiteJasmine,3,Women,22,280.0
Estee Lauder,Modern Muse,WoodyNotes,Lily,4,Women,20,300.0
GUESS,Marciano,PowderyVanilla,IntensivelyClean,4,Men,26,158.0
CAROLINA HERRERA,212 Vip,TonkaBeans,SliceOfApple,5,Men,40,303.0
DORALL COLLECTION,Molto Carina,WoodyAmber,Water,5,Men,22,183.0
Ferrari,Scuderia Red,Sandalwood,Geranium,5,Women,36,295.0
GUESS,Homme,Sandalwood,Vetiver,4,Men,27,133.0
LANVIN,Rumeur 2 Rose,Amber,LilyOfTheValley,5,Men,36,314.0
Mancera,Roses Vanille,Vanilla,Rose,5,Women,35,282.0
Lattafa,24 Carat Pure Gold,Leather,Rose,3,Women,25,21.0
GUCCI,Bloom Aqua Di Fiori,Jasmine,Tuberose,4,Women,23,96.0
VERSACE,Crystal Noir,Amber,OrangeBlossom,4,Men,40,203.0
HUGO BOSS,Boss The Scent,Leather,Lavender,5,Women,32,86.0
Marbert,Man Pure,Musk,Majorjam,3,Women,36,298.0
DORALL COLLECTION,DC,Vetiver,Jasmine,4,Women,28,164.0
Givenchy,L'Interdit EDP For Wo,Patchouli,OrangeBlossom,5,Men,28,262.0
VERSACE,Crystal Noir,Heliotropine,JasmineDry,3,Women,25,210.0
Dunhill,Desire,Vanilla,Patchouli,5,Women,37,171.0
Roberto Cavalli,Uomo,TonkaBean,Honey,3,Men,40,64.0
HUGO BOSS,Ma Vie,Cedar,Rose,3,Women,34,12.0
HUGO BOSS,Dark Blue,Olibanum,Sage,5,Women,40,387.0
Sedr Al-Khaleej Perfumes,Moon Light,Cedar,Orris,5,Women,29,282.0
Rasasi,Emotion,Musk,Kiwi,4,Women,37,233.0
Rasasi,Shuhrah,Musk,Rose,5,Women,37,108.0
MONTBLANC,Emblem Intense,TonkaBeans,Nutmeg,5,Men,39,125.0
TRI,En Joy,Patchoulli,Jasmine,3,Men,20,259.0
S.T.Dupont,Passenger,GuaiacWood,Ginger,3,Women,35,253.0
HUGO BOSS,Bottled Intense,Cedar,Geranium,5,Men,31,323.0
LACOSTE,Lacoste,Incense,BulgarianRose,3,Women,30,92.0
LOEWE,Esencia,Sandalwood,Cardamom,3,Women,36,150.0
VERSACE,Eros,Musk,LemonBlossom,5,Men,22,95.0
GUCCI,Bloom,RangoonCreeper,Tuberose,5,Women,31,309.0
AIGNER,Debut,WhiteMusk,SunflowerSeed,5,Men,26,337.0
S.T.Dupont,Passenger,Iris,Gardenia,3,Men,35,379.0
Rasasi,Relation,Vanilla,Jasmine,4,Men,24,236.0
VERSACE,L'Homme,Vanilla,Sandalwood,4,Men,39,159.0
Calvin Klein,CK IN2U,Vanilla,CacaoPod,3,Women,37,277.0
GUCCI,Bamboo,Sandalwood,CasablancaLily,4,Men,36,263.0
HUGO BOSS,The Scent,Leather,Maninka,5,Women,34,230.0
VERSACE,Eros,Sandalwood,Peony,3,Women,28,392.0
LANVIN,L'Homme,Sandalwood,mint,3,Women,31,239.0
